序号,营业部名称,上榜日,买入个股数,卖出个股数,买入总金额,卖出总金额,总买卖净额,买入股票,营业部代码
2005,国投证券股份有限公司绍兴延安东路证券营业部,2025-05-19,1,0,4357604.0,,4357604.0,*ST集友,10747313
2006,中信证券股份有限公司上海徐汇区漕溪北路证券营业部,2025-05-28,1,1,10484543.0,6134885.0,4349658.0,宇顺电子 晋西车轴,10131242
2007,国泰海通证券股份有限公司潍坊东风东街第一证券营业部,2025-05-08,1,0,4330040.0,,4330040.0,退市创兴,10140602
2008,招商证券股份有限公司武汉青年路证券营业部,2025-05-21,1,0,5008900.0,678989.0,4329911.0,亚太实业,10103086
2009,东方财富证券股份有限公司昌都两江大道证券营业部,2025-05-08,1,0,4317987.0,,4317987.0,迪生力,10342919
2010,开源证券股份有限公司西安西大街证券营业部,2025-05-21,1,0,4309697.0,,4309697.0,大有能源,10046745
2011,东兴证券股份有限公司三明列东街证券营业部,2025-05-08,1,0,4305443.82,0.0,4305443.82,春光智能,10117516
2012,第一创业证券股份有限公司海南分公司,2025-05-07,1,0,4472013.0,168441.0,4303572.0,兰州黄河,10657339
2013,华鑫证券有限责任公司佛山南海海五路证券营业部,2025-05-12,1,0,4292167.0,,4292167.0,联合水务,10000302200
2014,恒泰证券股份有限公司上海河南南路证券营业部,2025-05-14,1,1,21206781.2,16920000.0,4286781.2,迎丰股份 恒而达,10456489
2015,平安证券股份有限公司安徽分公司,2025-05-22,1,0,4267208.0,,4267208.0,*ST集友,10143857
2016,国融证券股份有限公司浙江分公司,2025-05-07,1,0,6520142.86,2261828.0,4258314.86,绿康生化,10915706
2017,华安证券股份有限公司六安分公司,2025-05-26,1,0,4263043.43,11103.4,4251940.03,胜业电气,10048329
2018,中邮证券有限责任公司云南分公司,2025-05-07,1,0,4249016.8,0.0,4249016.8,东易日盛,10000133802
2019,中国银河证券股份有限公司福州证券营业部,2025-05-08,1,0,4231142.3,,4231142.3,肯特催化,10030496
2020,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,2025-05-23,1,0,4271270.0,50393.0,4220877.0,泰坦股份,10025080
2021,上海证券有限责任公司苏州人民路证券营业部,2025-05-21,1,0,4214528.0,,4214528.0,空港股份,10054136
2022,东方证券股份有限公司汕头长平路证券营业部,2025-05-26,1,1,12897610.6,8723247.0,4174363.6,鼎龙科技 莱绅通灵,10173185
2023,广发证券股份有限公司安徽分公司(对外营业部),2025-05-21,1,0,4173718.0,0.0,4173718.0,康力源,10098022
2024,东莞证券股份有限公司揭阳分公司,2025-05-08,1,0,4161181.57,0.0,4161181.57,春光智能,10485002
2025,甬兴证券有限公司宁波和源路证券营业部,2025-05-15,1,0,4158653.0,0.0,4158653.0,*ST万方,10000147202
2026,长江证券股份有限公司上海临港新片区证券营业部,2025-05-21,1,0,4154199.0,,4154199.0,退市华嵘,10594120
2027,海通证券股份有限公司徐州中山北路证券营业部,2025-05-12,1,0,4151783.0,0.0,4151783.0,*ST步森,10338991
2028,东方证券股份有限公司重庆金州大道证券营业部,2025-05-22,1,0,4150126.24,0.0,4150126.24,科创新材,10436792
2029,国投证券股份有限公司连云港郁州北路证券营业部,2025-05-07,1,0,4150000.0,0.0,4150000.0,东易日盛,10537512
2030,浙商证券股份有限公司杭州五星路证券营业部,2025-05-08,1,1,17725616.0,13583386.0,4142230.0,嘉事堂 狄耐克,10949092
2031,中信建投证券股份有限公司成都南一环路证券营业部,2025-05-12,1,0,4133140.0,0.0,4133140.0,*ST步森,10028734
2032,国泰海通证券股份有限公司成都双庆路证券营业部,2025-05-13,1,0,4129020.0,,4129020.0,苏州龙杰,10025380
2033,国信证券股份有限公司深圳互联网分公司,2025-05-28,1,0,8207093.36,4079791.81,4127301.55,瑞奇智造,10136477
2034,国新证券股份有限公司长沙韶山路证券营业部,2025-05-12,1,0,4123124.0,,4123124.0,联合水务,10143353
2035,中信证券股份有限公司杭州凤起路证券营业部,2025-05-06,1,0,4118469.72,,4118469.72,天微电子,10046604
2036,东方证券股份有限公司常熟李闸路证券营业部,2025-05-12,1,0,4117378.61,,4117378.61,中国瑞林,10663857
2037,东方财富证券股份有限公司拉萨金融城南环路证券营业部,2025-05-06,9,9,170872769.65,166756944.06,4115825.59,渝三峡A 华银电力 倍益康 茂业商业 青岛金王 美心翼申 安记食品 岩山科技 交投生态 鸿博股份 步步高 *ST英飞 红墙股份 中欣氟材 天元股份,10678762
2038,平安证券股份有限公司银川凤凰北街证券营业部,2025-05-19,1,0,4955983.0,846788.0,4109195.0,泰禾股份,10174511
2039,中国银河证券股份有限公司昆山萧林路证券营业部,2025-05-30,1,0,4284253.23,183339.91,4100913.32,胜业电气,10678766
2040,海通证券股份有限公司广州东风西路证券营业部,2025-05-29,1,1,10503882.15,6409403.01,4094479.14,绿能慧充,10023380
2041,海通证券股份有限公司广州东风西路营业部,2025-05-29,1,1,10503882.15,6409403.01,4094479.14,瑞奇智造,10023380
2042,中国银河证券股份有限公司青田龙津路证券营业部,2025-05-27,1,0,4094027.51,,4094027.51,顺景科技,10133779
2043,平安证券股份有限公司深圳金融科技证券分公司,2025-05-15,1,0,4076330.0,,4076330.0,肯特催化,10000297999
2044,国泰海通证券股份有限公司深圳香蜜湖路证券营业部,2025-05-12,2,1,12050121.0,7976329.0,4073792.0,返利科技 南华生物 贤丰控股,10025386
2045,华鑫证券有限责任公司上海陆家嘴证券营业部,2025-05-21,1,0,4071288.0,,4071288.0,宝光股份,10000055316
2046,华泰证券股份有限公司郑州经三路证券营业部,2025-05-12,1,0,4085818.75,15101.44,4070717.31,华光源海,10081598
2047,国信证券股份有限公司厦门湖滨北路证券营业部,2025-05-09,1,0,4252915.76,192481.9,4060433.86,芭薇股份,10086712
2048,平安证券股份有限公司东莞石竹路证券营业部,2025-05-06,1,0,4080000.0,21420.0,4058580.0,新能股份,10977846
2049,申港证券股份有限公司申港证券上海古北路营业部,2025-05-29,1,0,4056727.62,0.0,4056727.62,路桥信息,10641236
2050,招商证券股份有限公司郑州北龙湖证券营业部,2025-05-28,1,0,4055298.0,0.0,4055298.0,宇顺电子,10993262
2051,长城证券股份有限公司前海分公司,2025-05-08,1,0,4048546.29,,4048546.29,*ST利达,10473812
2052,银泰证券有限责任公司无锡兴源北路证券营业部,2025-05-06,1,0,4047774.89,0.0,4047774.89,九菱科技,10118663
2053,招商证券交易单元(052300),2025-05-12,1,0,4216219.0,170097.0,4046122.0,皮阿诺,10003194
2054,中信建投证券股份有限公司北京东城分公司,2025-05-28,1,0,4566253.64,522953.61,4043300.03,胜业电气,10048194
2055,国信证券股份有限公司深圳互联网分公司,2025-05-21,2,0,10570776.38,6538682.35,4032094.03,胜业电气 武汉蓝电,10136477
2056,中国国际金融股份有限公司北京建国门外大街证券营业部,2025-05-07,1,0,4019363.41,,4019363.41,正和生态,10050414
2057,中国中金财富证券有限公司广州海珠广场证券营业部,2025-05-27,1,0,4006840.92,0.0,4006840.92,保丽洁,10046671
2058,中国银河证券股份有限公司北京翠林路证券营业部,2025-05-30,1,0,4002380.01,0.0,4002380.01,胜业电气,10984266
2059,中国银河证券股份有限公司荆门证券营业部,2025-05-30,1,0,3988137.11,0.0,3988137.11,胜业电气,10023516
2060,五矿证券有限公司深圳滨海大道证券营业部,2025-05-28,1,0,3977437.72,,3977437.72,中科微至,10537368
2061,世纪证券有限责任公司东莞鸿福路证券营业部,2025-05-12,1,0,3983071.0,10686.0,3972385.0,贤丰控股,10187838
2062,海通证券股份有限公司深圳分公司华富路证券营业部,2025-05-29,1,1,10516041.0,6546725.89,3969315.11,ST信通 永冠新材,10030213
2063,招商证券股份有限公司深圳深南中路证券营业部,2025-05-06,1,0,3964224.5,0.0,3964224.5,卓兆点胶,10128380
2064,国投证券股份有限公司柳州晨华路证券营业部,2025-05-20,1,0,3960054.0,0.0,3960054.0,佳合科技,10537523
2065,海通证券股份有限公司广州东风西路营业部,2025-05-09,1,0,4828703.63,870099.37,3958604.26,芭薇股份,10023380
2066,兴业证券股份有限公司武汉徐东大街证券营业部,2025-05-07,1,0,3957846.92,0.0,3957846.92,锦好医疗,10561571
2067,联储证券股份有限公司上海松林路证券营业部,2025-05-28,2,2,109307621.25,105355992.76,3951628.49,莱绅通灵 中超控股 金龙羽,10516788
2068,招商证券股份有限公司龙口港城大道证券营业部,2025-05-12,1,0,3951191.0,,3951191.0,宜宾纸业,10507635
2069,东北证券股份有限公司南京溧水双塘南路证券营业部,2025-05-09,1,0,3947160.0,,3947160.0,迎丰股份,10000186631
2070,中国中金财富证券有限公司广州分公司,2025-05-07,1,0,3943700.68,0.0,3943700.68,锦好医疗,10031840
2071,华泰证券股份有限公司深圳彩田路证券营业部,2025-05-09,1,0,3942000.0,0.0,3942000.0,宇顺电子,10021775
2072,中国中金财富证券有限公司广州番禺东兴路证券营业部,2025-05-08,1,0,3933936.0,,3933936.0,退市熊猫,10174528
2073,国信证券股份有限公司河南分公司,2025-05-12,1,0,3928284.01,,3928284.01,天微电子,10456788
2074,长江证券股份有限公司上海黄兴路证券营业部,2025-05-21,1,0,4289729.6,370433.46,3919296.14,胜业电气,10123440
2075,浙商证券股份有限公司象山靖南大街证券营业部,2025-05-30,1,0,3910636.0,,3910636.0,正和生态,10140802
2076,中国中金财富证券有限公司广州体育东路证券营业部,2025-05-21,1,0,5328099.0,1434556.0,3893543.0,亚太实业,10023649
2077,中原证券股份有限公司黄河金三角示范区分公司,2025-05-09,1,0,3880680.0,0.0,3880680.0,宇顺电子,10484147
2078,中泰证券股份有限公司江苏分公司,2025-05-12,1,0,3870279.59,,3870279.59,天微电子,10495585
2079,平安证券股份有限公司深圳蛇口招商路招商大厦证券营业部,2025-05-26,1,0,3862689.0,,3862689.0,浪莎股份,10145970
2080,兴业证券股份有限公司济南泺源大街证券营业部,2025-05-07,1,0,3853500.0,3266.3,3850233.7,锦好医疗,10040859
2081,华鑫证券有限责任公司上海分公司,2025-05-12,1,0,3849877.0,,3849877.0,ST东尼,10274545
2082,中泰证券股份有限公司威海海滨北路证券营业部,2025-05-21,1,0,3847949.6,0.0,3847949.6,胜业电气,10065510
2083,华鑫证券有限责任公司上海云锦路证券营业部,2025-05-27,1,1,17252928.0,13416367.26,3836560.74,科捷智能,10048457
2084,中信证券(山东)有限责任公司临沂金雀山路证券营业部,2025-05-12,1,0,3814684.0,,3814684.0,宜宾纸业,10141406
2085,海通证券股份有限公司北京中关村南大街证券营业部,2025-05-21,1,1,47985762.33,44172500.72,3813261.61,集泰股份,10025071
2086,中国银河证券股份有限公司北京珠市口大街证券营业部,2025-05-30,1,0,3808459.49,0.0,3808459.49,峆一药业,10023592
2087,国泰海通证券股份有限公司临沂沂蒙路证券营业部,2025-05-12,1,0,3806257.0,,3806257.0,宜宾纸业,10148549
2088,国泰海通证券股份有限公司广东东莞体育路营业部,2025-05-12,1,1,11163622.86,7361438.0,3802184.86,七丰精工,10098746
2089,国泰海通证券股份有限公司东莞体育路证券营业部,2025-05-12,1,1,11163622.86,7361438.0,3802184.86,润贝航科,10098746
2090,中信证券股份有限公司芜湖北京路证券营业部,2025-05-23,1,0,3801180.0,0.0,3801180.0,泰坦股份,10339052
2091,东吴证券股份有限公司上海西藏南路证券营业部,2025-05-12,1,0,5126987.45,1337732.05,3789255.4,华光源海,10143030
2092,天风证券股份有限公司杭州教工路证券营业部,2025-05-13,1,0,3757810.1,,3757810.1,华升股份,10456542
2093,平安证券股份有限公司上海分公司,2025-05-27,1,0,4247105.61,501223.0,3745882.61,保丽洁,10048192
2094,中泰证券股份有限公司深圳科苑南路证券营业部,2025-05-22,1,0,3726402.0,,3726402.0,廊坊发展,10921344
2095,兴业证券股份有限公司福州分公司,2025-05-07,1,0,3708870.0,0.0,3708870.0,ST惠程,10915660
2096,华鑫证券有限责任公司江苏分公司,2025-05-14,1,0,3699630.0,,3699630.0,宁波海运,10442978
2097,华鑫证券有限责任公司广州分公司,2025-05-22,1,0,3690326.0,,3690326.0,廊坊发展,10000268534
2098,东方财富证券股份有限公司山南香曲东路证券营业部,2025-05-29,1,0,4410637.27,727569.69,3683067.58,路桥信息,10281327
2099,中国银河证券股份有限公司北京珠市口大街证券营业部,2025-05-16,1,0,3671842.03,4680.0,3667162.03,万德股份,10023592
2100,财通证券股份有限公司深圳凤凰大道证券营业部,2025-05-07,1,0,3666358.0,0.0,3666358.0,赛隆退,10933334
2101,华鑫证券有限责任公司上海莘庄证券营业部,2025-05-21,1,0,3664551.0,0.0,3664551.0,滨海能源,10048295
2102,东吴证券股份有限公司苏州工业园区苏州大道东证券营业部,2025-05-30,1,0,3631489.0,0.0,3631489.0,胜业电气,10046828
2103,华西证券股份有限公司深圳民田路证券营业部,2025-05-30,1,0,3622471.0,,3622471.0,领先股份,10078200
2104,国泰海通证券股份有限公司杭州延安路证券营业部,2025-05-15,1,0,3620334.0,,3620334.0,肯特催化,10093902
2105,华西证券股份有限公司成都高升桥路证券营业部,2025-05-21,1,0,3618668.0,,3618668.0,退市岩石,10028632
2106,光大证券股份有限公司苏州苏惠路证券营业部,2025-05-09,1,0,3613500.0,0.0,3613500.0,宇顺电子,10118980
2107,东兴证券股份有限公司北京北四环中路证券营业部,2025-05-12,1,0,3611357.0,,3611357.0,南方路机,10117902
2108,国泰海通证券股份有限公司新余中山路证券营业部,2025-05-09,1,0,3608832.0,,3608832.0,中毅达,10564222
2109,长江证券股份有限公司长沙金星中路证券营业部,2025-05-29,1,0,5801166.4,2202132.72,3599033.68,新安洁,10719946
2110,东吴证券股份有限公司苏州工业园区苏州大道东证券营业部,2025-05-27,1,0,3609687.26,44831.6,3564855.66,海森药业,10046828
2111,华泰证券股份有限公司北京东三环北路证券营业部,2025-05-16,1,1,9816996.0,6257893.0,3559103.0,迎丰股份 恒鑫生活,10079640
2112,东亚前海证券有限责任公司深圳福华三路证券营业部,2025-05-06,1,1,7056731.0,3498570.0,3558161.0,松发股份,10000761245
2113,东海证券股份有限公司威海东海路证券营业部,2025-05-07,1,1,5881167.0,2326483.0,3554684.0,*ST和科,10000508735
2114,国泰海通证券股份有限公司浙江绍兴崇贤街营业部,2025-05-30,1,0,3551861.93,0.0,3551861.93,峆一药业,10025061
2115,华鑫证券有限责任公司上海光复路证券营业部,2025-05-21,2,1,29781238.0,26233095.0,3548143.0,宝光股份 南京港 金龙羽,10993987
2116,国信证券股份有限公司浙江互联网分公司,2025-05-06,3,3,36823591.07,33276861.5,3546729.57,东贝集团 步步高 双成药业 *ST岭南 红墙股份,10000213448
2117,国泰海通证券股份有限公司深圳香蜜湖路证券营业部,2025-05-07,3,1,11599036.05,8054314.08,3544721.97,荣丰控股 *ST四通 兰州黄河 赛隆退,10025386
2118,中信证券华南股份有限公司广州东风东路证券营业部,2025-05-28,1,0,3540868.16,,3540868.16,中科微至,10588620
2119,国信证券股份有限公司上海张杨路证券营业部,2025-05-16,1,0,3527426.2,0.0,3527426.2,荣丰控股,10147192
2120,长江证券股份有限公司广东分公司,2025-05-09,1,0,3549314.0,33700.0,3515614.0,升达林业,10484955
2121,中信证券股份有限公司平湖建国北路证券营业部,2025-05-26,1,0,3509956.0,13153.0,3496803.0,陕天然气,10191240
2122,华泰证券股份有限公司上海武定路证券营业部,2025-05-08,2,1,29189944.0,25696081.75,3493862.25,退市熊猫 中广天择 *ST利达,10098087
2123,东北证券股份有限公司南京溧水双塘南路证券营业部,2025-05-21,1,0,3481765.0,,3481765.0,宝光股份,10000186631
2124,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,2025-05-23,1,0,3675029.0,200891.0,3474138.0,鸿铭股份,10143566
2125,中国中金财富证券有限公司岳阳金鹗中路证券营业部,2025-05-15,1,0,3469727.0,,3469727.0,ST百利,10517827
2126,国盛证券有限责任公司青岛分公司,2025-05-19,1,0,3468284.0,0.0,3468284.0,*ST和科,10456644
2127,中信证券股份有限公司北京北三环中路证券营业部,2025-05-08,1,0,3467764.0,,3467764.0,立航科技,10045008
2128,长城证券股份有限公司广州昌岗中路证券营业部,2025-05-09,1,0,5279714.0,1825000.0,3454714.0,升达林业,10456183
2129,华泰证券股份有限公司上海徐汇区天钥桥路证券营业部,2025-05-15,1,0,3444530.0,,3444530.0,ST百利,10028564
2130,国投证券股份有限公司盐城世纪大道证券营业部,2025-05-09,1,0,3440997.0,0.0,3440997.0,宇顺电子,10564239
2131,中信建投证券股份有限公司广州珠江新城证券营业部,2025-05-28,1,0,3935681.22,496204.2,3439477.02,胜业电气,10537531
2132,国信证券股份有限公司河南分公司,2025-05-28,1,0,3437720.0,,3437720.0,ST海钦,10456788
2133,国投证券股份有限公司深圳安信金融大厦证券营业部,2025-05-06,1,0,11690160.0,8267715.0,3422445.0,宏景科技,10131677
2134,东方财富证券股份有限公司拉萨东城区江苏大道证券营业部,2025-05-07,1,0,4519558.19,1102979.15,3416579.04,华阳变速,10708576
2135,世纪证券有限责任公司湖南分公司,2025-05-06,1,0,4406188.14,1000959.35,3405228.79,春光智能,10040838
2136,长江证券股份有限公司深圳福华路证券营业部,2025-05-21,1,0,3396891.0,,3396891.0,*ST尔雅,10133333
2137,高盛(中国)证券有限责任公司上海浦东新区世纪大道证券营业部,2025-05-26,11,6,226201214.0,222806406.33,3394807.67,ST交昂 大西洋 合锻智能 肯特催化 云中马 天元智能 京华激光 雪龙集团 正和生态 中邮科技 汉邦科技,10000399618
2138,中国银河证券股份有限公司合肥祁门路证券营业部,2025-05-28,1,0,3394416.8,0.0,3394416.8,宇顺电子,10140856
2139,中泰证券股份有限公司深圳分公司,2025-05-22,1,0,3361202.0,,3361202.0,廊坊发展,10484895
2140,财通证券股份有限公司徐州中山北路证券营业部,2025-05-21,1,1,6702558.0,3347748.0,3354810.0,川大智胜,10000000417
2141,东亚前海证券有限责任公司上海分公司,2025-05-26,1,0,3329302.0,,3329302.0,云中马,10924074
2142,东方财富证券股份有限公司山南香曲东路证券营业部,2025-05-27,1,1,22174962.22,18847954.05,3327008.17,瑞奇智造 滨海能源,10281327
2143,财通证券股份有限公司衢州龙游人民路证券营业部,2025-05-21,1,0,3323583.0,,3323583.0,退市华嵘,10435857
2144,中泰证券股份有限公司江苏分公司,2025-05-14,1,0,3319888.0,,3319888.0,*ST三房,10495585
2145,中信建投证券股份有限公司北京朝外大街证券营业部,2025-05-07,1,0,3310750.0,0.0,3310750.0,东易日盛,10526803
2146,第一创业证券股份有限公司海南分公司,2025-05-28,1,0,3309255.0,,3309255.0,艾艾精工,10657339
2147,华泰证券股份有限公司上海普陀区江宁路证券营业部,2025-05-21,1,0,4037930.0,736033.0,3301897.0,*ST南置,10079785
2148,中泰证券股份有限公司江苏分公司,2025-05-15,1,0,3299460.0,,3299460.0,大有能源,10495585
2149,申万宏源证券有限公司北京紫竹院路证券营业部,2025-05-16,1,0,3298369.0,,3298369.0,*ST集友,10179931
2150,东方财富证券股份有限公司山南香曲东路证券营业部,2025-05-20,2,1,24306607.87,21033592.69,3273015.18,五新智能 *ST中迪 豪恩汽电,10281327
2151,华金证券股份有限公司上海宁夏路证券营业部,2025-05-21,1,0,3269411.0,,3269411.0,退市华嵘,10435948
2152,国信证券股份有限公司浙江互联网分公司,2025-05-09,3,2,60817232.0,57571511.51,3245720.49,茂业商业 红宝丽 *ST岭南,10000213448
2153,光大证券股份有限公司北京总部基地证券营业部,2025-05-16,1,0,3454645.0,239292.0,3215353.0,荣丰控股,10637135
2154,中信证券股份有限公司苏州分公司,2025-05-08,1,0,3215000.0,,3215000.0,亚振家居,10045040
2155,华创证券有限责任公司北京西直门证券营业部,2025-05-08,1,0,3215000.0,,3215000.0,亚振家居,10516826
2156,华安证券股份有限公司平顶山凌云路证券营业部,2025-05-23,1,0,3193313.5,0.0,3193313.5,鸿铭股份,10583950
2157,东吴证券股份有限公司上海西藏南路证券营业部,2025-05-09,1,0,4568234.0,1387686.0,3180548.0,众捷汽车,10143030
2158,海通证券股份有限公司齐齐哈尔卜奎大街证券营业部,2025-05-21,1,0,3156921.0,,3156921.0,圣晖集成,10102848
2159,开源证券股份有限公司浙江分公司,2025-05-27,1,0,3150283.5,,3150283.5,汇金通,10000346792
2160,国金证券股份有限公司深圳湾一号证券营业部,2025-05-28,2,2,24497630.59,21380408.33,3117222.26,*ST正平 瑞奇智造 保丽洁,10396105
2161,国泰海通证券股份有限公司深圳红荔西路证券营业部,2025-05-06,1,0,3111328.12,,3111328.12,天微电子,10046632
2162,国信证券股份有限公司深圳金田路证券营业部,2025-05-12,1,0,4299685.0,1194042.0,3105643.0,皮阿诺,10000228195
2163,中邮证券有限责任公司郴州证券营业部,2025-05-20,1,0,4684583.0,1584074.0,3100509.0,*ST中迪,10000043665
2164,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,2025-05-19,1,0,5248372.06,2156427.46,3091944.6,华光源海,10143566
2165,民生证券股份有限公司郑州郑汴路证券营业部,2025-05-14,1,0,3089210.0,5400.0,3083810.0,*ST岭南,10159575
2166,中信证券华南股份有限公司中山分公司,2025-05-09,1,0,3048800.0,,3048800.0,中毅达,10052121
2167,东方证券股份有限公司上海浦东新区源深路证券营业部,2025-05-16,1,1,10795194.5,7751400.0,3043794.5,ST新华锦 *ST集友,10023739
2168,广发证券股份有限公司温州瓯江路证券营业部,2025-05-16,1,0,3032440.0,,3032440.0,*ST集友,10065996
2169,中国银河证券股份有限公司如皋健康路证券营业部,2025-05-26,1,0,3023901.0,,3023901.0,汇得科技,10499350
2170,华鑫证券有限责任公司绍兴胜利东路证券营业部,2025-05-28,1,1,6497820.0,3476193.0,3021627.0,正和生态 广康生化,10000170384
2171,华泰证券股份有限公司深圳深南大道基金大厦证券营业部,2025-05-07,1,0,3018650.8,,3018650.8,*ST四通,10149531
2172,东方证券股份有限公司上海浦东新区北门大街证券营业部,2025-05-12,1,0,3009245.0,0.0,3009245.0,皮阿诺,10484162
2173,开源证券股份有限公司西安阎良人民路证券营业部,2025-05-08,1,0,2999808.0,,2999808.0,联德股份,10657382
2174,中信建投证券股份有限公司上海营口路证券营业部,2025-05-23,1,0,3033175.82,36239.98,2996935.84,无锡鼎邦,10028716
2175,海通证券股份有限公司汕头中山中路证券营业部,2025-05-20,1,1,26643054.0,23649533.04,2993520.96,百合股份 安乃达,10040292
2176,中信证券股份有限公司浙江分公司,2025-05-14,1,1,18018208.4,15034119.0,2984089.4,华纺股份 国芳集团,10520724
2177,中国银河证券股份有限公司义乌稠州北路证券营业部,2025-05-23,1,0,2968832.53,18512.0,2950320.53,无锡鼎邦,10143145
2178,上海证券有限责任公司宁波北仑新大路证券营业部,2025-05-12,1,0,2939202.01,,2939202.01,天微电子,10000004537
2179,联储证券股份有限公司苏州华池街时代广场证券营业部,2025-05-07,0,1,6531498.0,3595320.0,2936178.0,中超控股,10516787
2180,中信证券股份有限公司福州振武路证券营业部,2025-05-07,1,0,2959600.0,33300.0,2926300.0,亚太实业,10152035
2181,世纪证券有限责任公司深圳罗湖分公司,2025-05-21,1,0,2924838.0,0.0,2924838.0,滨海能源,10000926098
2182,恒泰证券股份有限公司沈阳奉天街证券营业部,2025-05-21,2,1,9406199.0,6482629.0,2923570.0,国华退 神雾节能 绿康生化,10054782
2183,国信证券股份有限公司深圳互联网分公司,2025-05-15,1,0,11022890.33,8112071.62,2910818.71,华光源海,10136477
2184,中泰证券股份有限公司西安锦业路证券营业部,2025-05-09,1,0,2903220.0,,2903220.0,迎丰股份,10000152152
2185,中信建投证券股份有限公司长沙市芙蓉中路证券营业部,2025-05-06,1,1,9399684.0,6512708.0,2886976.0,迪生力,10021915
2186,东吴证券股份有限公司苏州永昌泾大道证券营业部,2025-05-13,1,0,2884050.0,,2884050.0,苏州龙杰,10467654
2187,中信证券股份有限公司苏州分公司,2025-05-07,1,1,5885000.0,3006341.3,2878658.7,*ST和科 赛隆退,10045040
2188,国元证券股份有限公司杭州密渡桥路证券营业部,2025-05-09,1,0,4156163.27,1289932.0,2866231.27,ST加加,10104070
2189,平安证券股份有限公司银川凤凰北街证券营业部,2025-05-21,1,0,3792320.0,946663.0,2845657.0,绿康生化,10174511
2190,中国银河证券股份有限公司北京中关村大街证券营业部,2025-05-12,2,1,37529923.0,34685396.52,2844526.48,跨境通 华电辽能 晨曦航空,10115140
2191,国海证券股份有限公司梧州吉祥路证券营业部,2025-05-16,1,0,2838137.0,,2838137.0,*ST集友,10133479
2192,世纪证券有限责任公司深圳深南分公司,2025-05-21,1,0,2804056.0,,2804056.0,*ST尔雅,10021996
2193,中航证券有限公司南昌广场南路证券营业部,2025-05-22,1,0,2800428.0,,2800428.0,汇得科技,10021985
2194,瑞银证券有限责任公司上海浦东新区花园石桥路第二证券营业部,2025-05-08,4,4,92283758.64,89486189.48,2797569.16,华电辽能 新坐标 天和磁材 肯特催化 中广天择 嵘泰股份,10342152
2195,中信证券股份有限公司宁海气象北路证券营业部,2025-05-09,1,0,2796901.0,,2796901.0,ST海钦,10509016
2196,华泰证券股份有限公司深圳深南大道证券营业部,2025-05-08,1,0,2791621.0,,2791621.0,退市创兴,10206039
2197,长城证券股份有限公司潮州枫春路证券营业部,2025-05-23,1,0,2787792.0,0.0,2787792.0,神雾节能,10456203
2198,国信证券股份有限公司深圳互联网分公司,2025-05-07,1,1,7365827.12,4578623.47,2787203.65,华阳变速 广道退,10136477
2199,中泰证券股份有限公司广东分公司,2025-05-07,1,0,3055364.0,274357.0,2781007.0,亚太实业,10000000258
2200,广发证券股份有限公司苏州分公司(对外营业部),2025-05-07,1,0,2778080.0,,2778080.0,艾艾精工,10424414
2201,浙商证券股份有限公司三门南山路证券营业部,2025-05-20,1,0,2769716.88,0.0,2769716.88,普利退,10140798
2202,瑞银证券有限责任公司上海花园石桥路证券营业部,2025-05-09,1,0,2765687.0,,2765687.0,ST海钦,10110478
2203,东亚前海证券有限责任公司四川分公司,2025-05-21,1,1,11481464.0,8719248.2,2762215.8,中衡设计 莱绅通灵,10000242108
2204,中信建投证券股份有限公司上海营口路证券营业部,2025-05-27,1,0,2984786.04,224448.89,2760337.15,中科美菱,10028716
2205,中信证券股份有限公司长兴明珠路证券营业部,2025-05-06,1,0,2729984.0,,2729984.0,天微电子,10140897
2206,光大证券股份有限公司东莞南城鸿福路证券营业部,2025-05-09,1,0,2723200.0,,2723200.0,中毅达,10046595
2207,上海证券有限责任公司宁波北仑新大路证券营业部,2025-05-26,1,0,4318643.8,1605443.97,2713199.83,胜业电气,10000004537
2208,中泰证券股份有限公司宁波分公司,2025-05-15,1,0,2698941.0,,2698941.0,ST百利,10425720
2209,国泰海通证券股份有限公司深圳香蜜湖路营业部,2025-05-27,1,0,2984573.1,289871.65,2694701.45,中科美菱,10025386
2210,东北证券股份有限公司长春建设街证券营业部,2025-05-23,1,0,2693582.0,0.0,2693582.0,神雾节能,10023677
2211,国金证券股份有限公司上海互联网证券分公司,2025-05-15,1,0,3200793.0,519158.0,2681635.0,*ST万方,10074763
2212,国联民生证券股份有限公司广州华夏路证券营业部,2025-05-21,1,0,2681350.0,,2681350.0,圣晖集成,10059372
2213,国元证券股份有限公司涡阳紫光大道证券营业部,2025-05-13,1,1,16805473.0,14130365.0,2675108.0,德力股份,10737550
2214,财通证券股份有限公司绍兴袍江袍中北路证券营业部,2025-05-06,1,1,18653344.0,15985236.5,2668107.5,茂业商业 永安药业,10456250
2215,国投证券股份有限公司深圳宝安海秀路证券营业部,2025-05-22,1,0,2645238.0,,2645238.0,拱东医疗,10114593
2216,东北证券股份有限公司宁波江安路证券营业部,2025-05-12,1,0,2637000.0,5805.0,2631195.0,豪尔赛,10131282
2217,中国银河证券股份有限公司北京珠市口大街证券营业部,2025-05-23,1,1,4329442.0,1709206.0,2620236.0,ST金鸿 神雾节能,10023592
2218,中邮证券有限责任公司郴州证券营业部,2025-05-23,1,0,2668303.0,50250.0,2618053.0,ST金鸿,10000043665
