序号,营业部名称,上榜日,买入个股数,卖出个股数,买入总金额,卖出总金额,总买卖净额,买入股票,营业部代码
136,东方财富证券股份有限公司拉萨金融城南环路证券营业部,2025-05-12,11,2,237393972.29,150629793.11,86764179.18,渝三峡A 返利科技 华电辽能 中国瑞林 亚太实业 百达精工 润贝航科 麒盛科技 红宝丽 *ST正平 南方精工 利君股份,10678762
137,东方财富证券股份有限公司拉萨东环路第二证券营业部,2025-05-20,21,14,350954537.18,265147055.56,85807481.62,芭薇股份 华纺股份 渝三峡A 湖南发展 旭杰科技 梦网科技 五新智能 宁波海运 安纳达 连云港 红宝丽 华光源海 路斯股份 尤夫股份 宁波远洋 通达股份 保丽洁 锦江航运 贝因美 京运通 利君股份 红墙股份 迎丰股份 集泰股份 普利退 美农生物 豪恩汽电,10472087
138,国盛证券有限责任公司南昌金融大街证券营业部,2025-05-20,1,0,85738833.86,,85738833.86,保变电气,10456701
139,华林证券股份有限公司北京分公司,2025-05-21,3,3,187829759.54,102288456.9,85541302.64,湖南发展 南京港 领湃科技 天元宠物,10065511
140,联储证券股份有限公司上海松林路证券营业部,2025-05-26,2,1,161204422.8,75946798.0,85257624.8,莱绅通灵 中超控股,10516788
141,东方财富证券股份有限公司拉萨东环路第一证券营业部,2025-05-19,11,1,130426380.25,46373684.65,84052695.6,退市锦港 芭薇股份 通达股份 华光源海 华纺股份 普利退 国航远洋 豪恩汽电 威高血净 长华化学 太力科技 泰禾股份,10428246
142,东亚前海证券有限责任公司苏州分公司,2025-05-27,3,0,84015971.0,36652.0,83979319.0,京华激光 烽火电子 哈焊华通,10000526027
143,沪股通专用,2025-05-06,4,2,101671451.91,19101205.61,82570246.3,华银电力 茂业商业 京运通 九联科技,10434470
144,国泰海通证券股份有限公司上海静安区新闸路证券营业部,2025-05-21,3,2,178609554.72,96049110.92,82560443.8,红宝丽 航天动力 乐山电力 海辰药业,10430845
145,华安证券股份有限公司大连解放路证券营业部,2025-05-20,1,0,82502910.22,,82502910.22,亚泰集团,10127600
146,国金证券股份有限公司宁波江澄南路证券营业部,2025-05-29,1,0,82405316.2,0.0,82405316.2,新国都,10000125619
147,国信证券股份有限公司浙江互联网分公司,2025-05-23,6,1,100748005.0,18414132.06,82333872.94,南京港 西昌电力 乐山电力 综艺股份 连云港 苏州龙杰 莱绅通灵,10000213448
148,中泰证券股份有限公司湖北分公司,2025-05-30,1,0,82767234.0,725830.0,82041404.0,创新医疗,10484897
149,方正证券股份有限公司宁波中山西路证券营业部,2025-05-21,1,0,80286541.38,0.0,80286541.38,郑中设计,10078359
150,东亚前海证券有限责任公司深圳分公司,2025-05-30,1,0,80156583.0,188678.0,79967905.0,联化科技,10924068
151,华林证券股份有限公司北京分公司,2025-05-29,3,0,97776920.5,18029524.4,79747396.1,雄帝科技 玉禾田 天阳科技,10065511
152,中信证券股份有限公司浙江分公司,2025-05-27,4,1,108055230.17,28521057.0,79534173.17,雪人集团 浪莎股份 红墙股份 京华激光,10520724
153,东亚前海证券有限责任公司苏州分公司,2025-05-06,2,1,114093501.55,34695037.78,79398463.77,常山北明 倍益康 新瀚新材,10000526027
154,中信建投证券股份有限公司江阴澄江西路证券营业部,2025-05-29,1,0,79339137.5,,79339137.5,宏柏新材,10698621
155,国信证券股份有限公司浙江互联网分公司,2025-05-15,8,2,226689238.95,147469350.5,79219888.45,华纺股份 渝三峡A 连云港 襄阳轴承 国芳集团 青岛金王 尤夫股份 跨境通 红墙股份 中欣氟材,10000213448
156,爱建证券有限责任公司上海浦东新区前滩大道证券营业部,2025-05-22,1,1,116258139.52,37120352.65,79137786.87,综艺股份 三生国健,10491827
157,中信证券股份有限公司上海分公司,2025-05-16,2,1,89169259.98,10477430.0,78691829.98,ST新华锦 连云港,10135341
158,中信证券股份有限公司杭州凤起路证券营业部,2025-05-08,2,0,78640723.05,0.0,78640723.05,高测股份 华孚时尚,10046604
159,国泰海通证券股份有限公司宜昌沿江大道证券营业部,2025-05-26,4,4,300181460.0,221729688.68,78451771.32,合锻智能 永安药业 ST棕榈 苏州龙杰 中超控股 雪人集团,10026729
160,东亚前海证券有限责任公司上海分公司,2025-05-16,2,1,85983527.0,7555938.0,78427589.0,宁波海运 亚振家居 洪通燃气,10924074
161,东方财富证券股份有限公司拉萨东环路第二证券营业部,2025-05-28,19,13,415218984.96,336949032.39,78269952.57,波导股份 华光源海 青岛金王 广博股份 鼎龙科技 瑞奇智造 合锻智能 骑士乳业 保丽洁 安纳达 汇得科技 成飞集成 宇顺电子 尤夫股份 苏州龙杰 中超控股 亚振家居 雪人集团 永冠新材 莱绅通灵 利君股份 美邦股份 王子新材 郑中设计 正和生态 金龙羽 利柏特 中旗股份,10472087
162,东方财富证券股份有限公司拉萨东环路第二证券营业部,2025-05-07,14,11,419651124.51,341435245.47,78215879.04,星光股份 华阳新材 晟楠科技 红宝丽 茂业商业 华阳变速 南方路机 一致魔芋 *ST东珠 鸿博股份 慧为智能 天娱数科 锦好医疗 正和生态 南方精工 东易日盛 中欣氟材 声迅股份 天源迪科 金明精机 大叶股份 新瀚新材 众捷汽车,10472087
163,东亚前海证券有限责任公司苏州分公司,2025-05-07,3,2,155825981.0,77621700.04,78204280.96,川润股份 华胜天成 中欣氟材 大众交通 *ST东珠,10000526027
164,国盛证券有限责任公司宁波桑田路证券营业部,2025-05-28,1,0,78140832.0,,78140832.0,国芳集团,10456710
165,兴业证券股份有限公司厦门湖里大道证券营业部,2025-05-15,1,0,78518400.2,529306.0,77989094.2,王子新材,10119151
166,广发证券股份有限公司上海浦东新区东方路证券营业部,2025-05-28,1,0,78663092.71,718039.0,77945053.71,王子新材,10140582
167,浙商证券股份有限公司宁波分公司,2025-05-20,1,0,77882817.52,,77882817.52,利扬芯片,10484761
168,爱建证券有限责任公司上海浦东新区前滩大道证券营业部,2025-05-30,3,0,77719785.0,5468.0,77714317.0,华森制药 德邦股份 久盛电气,10491827
169,国泰海通证券股份有限公司南京太平南路证券营业部,2025-05-08,2,1,80621528.0,3554774.0,77066754.0,立航科技 沃尔核材 利君股份,10025054
170,华宝证券股份有限公司上海东大名路证券营业部,2025-05-06,3,0,88595504.0,11904655.0,76690849.0,深圳华强 渝三峡A 欧通转债 天源迪科,10456831
171,广发证券股份有限公司南京汉中路证券营业部,2025-05-07,1,0,76446349.0,,76446349.0,中毅达,10046692
172,中信证券股份有限公司浙江分公司,2025-05-16,6,1,138015112.2,62341502.4,75673609.8,华纺股份 青岛金王 红宝丽 锦江航运 *ST东珠 尚荣医疗 国光连锁,10520724
173,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,2025-05-20,6,0,80831648.08,5203463.34,75628184.74,湖南发展 亚泰集团 锦江航运 苏州龙杰 丽人丽妆,10025080
174,国泰海通证券股份有限公司上海江苏路营业部,2025-05-20,6,0,80831648.08,5203463.34,75628184.74,路斯股份,10025080
175,甬兴证券有限公司安徽分公司,2025-05-16,1,0,75562208.0,,75562208.0,宁波远洋,10000923632
176,沪股通专用,2025-05-14,7,6,231397882.99,155981183.88,75416699.11,*ST三房 连云港 宁波远洋 锦江航运 中远海发 长久物流 航天南湖,10434470
177,高盛(中国)证券有限责任公司上海浦东新区世纪大道证券营业部,2025-05-27,7,5,118850108.8,43520078.4,75330030.4,退市创兴 *ST湘邮 ST交昂 顺景科技 合锻智能 肯特催化 通达电气 美邦股份 正和生态,10000399618
178,中信证券股份有限公司西安朱雀大街证券营业部,2025-05-20,1,0,75247666.69,,75247666.69,利扬芯片,10453418
179,华鑫证券有限责任公司上海光复路证券营业部,2025-05-06,3,0,75161376.37,149919.0,75011457.37,ST新华锦 红宝丽 金凯生科,10993987
180,东方财富证券股份有限公司拉萨团结路第一证券营业部,2025-05-08,16,10,275491221.64,200502117.87,74989103.77,视觉中国 退市创兴 晟楠科技 润贝航科 上海凤凰 通易航天 红宝丽 汉商集团 国芳集团 鸿博股份 美心翼申 全筑股份 海能达 天和磁材 迪生力 利君股份 *ST东珠 东通退 金麒麟 众捷汽车,10484371
181,深股通专用,2025-05-26,9,10,678493246.51,603715119.06,74778127.45,海南海药 武汉凡谷 鸿博股份 陕天然气 融发核电 凯美特气 雪人集团 金龙羽 中科信息 星宸科技,10634757
182,东方财富证券股份有限公司拉萨团结路第一证券营业部,2025-05-07,14,7,278273375.86,203512351.89,74761023.97,九芝堂 大众交通 晟楠科技 茂业商业 宗申动力 华阳变速 一致魔芋 合锻智能 星光股份 鸿博股份 慧为智能 *ST东珠 天娱数科 南方精工 *ST瑞和 东易日盛 中欣氟材 大叶股份 新瀚新材,10484371
183,华林证券股份有限公司北京分公司,2025-05-14,5,2,148792516.0,74055893.0,74736623.0,国芳集团 成飞集成 皖通科技 利君股份 红墙股份 中集环科,10065511
184,中泰证券股份有限公司江西分公司,2025-05-21,1,0,74721036.5,14814.0,74706222.5,露笑科技,10668235
185,中国国际金融股份有限公司上海分公司,2025-05-06,7,1,123256570.83,48806309.6,74450261.23,福达股份 青岛金王 日盈电子 ST创意 新瀚新材 光大同创 浙江华远,10088113
186,申万宏源证券有限公司财富管理事业部,2025-05-20,1,0,74303738.96,,74303738.96,拉芳家化,10001003806
187,国泰海通证券股份有限公司宜昌沿江大道证券营业部,2025-05-22,4,4,250812546.0,177334548.2,73477997.8,红宝丽 永安药业 中超控股 舒泰神 国科天成 宏工科技,10026729
188,国泰海通证券股份有限公司成都北一环路证券营业部,2025-05-26,2,0,73802258.0,498753.0,73303505.0,保变电气 雪人集团,10026897
189,华鑫证券有限责任公司上海云锦路证券营业部,2025-05-21,2,0,73178700.0,252513.0,72926187.0,国轩高科 大有能源,10048457
190,华鑫证券有限责任公司上海分公司,2025-05-26,4,1,116679423.36,43924746.0,72754677.36,ST交昂 武汉凡谷 均瑶健康 凯美特气 雪人集团,10274545
191,广发证券股份有限公司深圳深南东路证券营业部,2025-05-15,1,0,72070483.66,111213.0,71959270.66,中集环科,10022062
192,沪股通专用,2025-05-08,3,5,260874278.59,189109257.13,71765021.46,退市苏吴 华胜天成 航天长峰 航天南湖 高测股份,10434470
193,东方财富证券股份有限公司拉萨东环路第一证券营业部,2025-05-23,12,3,153510299.46,81848269.9,71662029.56,湖南发展 晟楠科技 浪莎股份 南京港 辰光医疗 宝光股份 ST棕榈 常辅股份 西昌电力 天汽模 连云港 苏州龙杰 王子新材 赛隆退 鸿铭股份,10428246
194,华宝证券股份有限公司深圳福华一路证券营业部,2025-05-22,2,0,71469817.0,47495.0,71422322.0,中超控股 慧博云通,10108338
195,东方财富证券股份有限公司拉萨团结路第一证券营业部,2025-05-13,12,9,196949093.32,125604983.25,71344110.07,电投产融 卓兆点胶 连云港 润贝航科 太湖雪 锦江航运 华光源海 富岭股份 *ST沐邦 国航远洋 麒盛科技 青岛金王 宁波东力 春光科技 中超控股 *ST华西 跨境通 长华化学,10484371
196,国泰海通证券股份有限公司成都北一环路证券营业部,2025-05-23,3,1,86963019.0,17283951.0,69679068.0,烽火电子 中超控股 阳谷华泰,10026897
197,国泰海通证券股份有限公司湛江万豪世家证券营业部,2025-05-20,1,0,70174254.0,510287.0,69663967.0,欧菲光,10456753
198,中信建投证券股份有限公司杭州庆春路证券营业部,2025-05-28,1,1,123727646.0,54129544.32,69598101.68,融发核电 京华激光,10033779
199,东海证券股份有限公司福州长乐北路证券营业部,2025-05-08,2,0,69102319.0,0.0,69102319.0,视觉中国 奥普光电,10913655
200,广发证券股份有限公司上海浦东新区东方路证券营业部,2025-05-19,1,0,69086856.8,,69086856.8,拉芳家化,10140582
201,国泰海通证券股份有限公司北京金融街证券营业部,2025-05-29,2,1,93209187.0,24163168.0,69046019.0,福华尚纬 丽人丽妆,10124786
202,湘财证券股份有限公司杭州五星路证券营业部,2025-05-06,1,0,68885706.0,0.0,68885706.0,信质集团,10916991
203,开源证券股份有限公司西安高新成章路证券营业部,2025-05-28,2,0,68476181.56,11720.0,68464461.56,雪人集团 晋西车轴,10657381
204,东方财富证券股份有限公司拉萨金融城南环路证券营业部,2025-05-20,17,14,357839421.75,289539129.12,68300292.63,华纺股份 芭薇股份 渝三峡A 旭杰科技 梦网科技 安纳达 宁波海运 红宝丽 尤夫股份 连云港 欧菲光 通达股份 宁波远洋 锦江航运 贝因美 万安科技 苏州龙杰 安乃达 红墙股份 迎丰股份 东方中科 集泰股份 普利退,10678762
205,开源证券股份有限公司西安高新成章路证券营业部,2025-05-26,2,0,81308781.0,14048525.0,67260256.0,保变电气 雪人集团,10657381
206,联储证券股份有限公司上海中山西路证券营业部,2025-05-19,4,1,102156383.94,35019588.1,67136795.84,国航远洋 连云港 天汽模 中洲特材 天元宠物,10048125
207,中泰证券股份有限公司湖北分公司,2025-05-16,1,0,66631528.1,4474.0,66627054.1,中欣氟材,10484897
208,广发证券股份有限公司郑州农业路证券营业部,2025-05-06,1,0,66569774.19,413624.0,66156150.19,常山北明,10031937
209,华泰证券股份有限公司总部,2025-05-26,4,1,67976534.52,1901227.2,66075307.32,大西洋 锦江在线 正和生态 均瑶健康 安凯微,10028451
210,华宝证券股份有限公司上海东大名路证券营业部,2025-05-16,3,0,83369931.0,17890844.0,65479087.0,成飞集成 通达股份 红墙股份,10456831
211,东方财富证券股份有限公司拉萨东环路第二证券营业部,2025-05-13,14,11,209252641.02,143914770.91,65337870.11,卓兆点胶 电投产融 连云港 富岭股份 宁波远洋 七丰精工 太湖雪 青岛金王 宁波东力 锦江航运 华光源海 国航远洋 中超控股 京运通 苏州龙杰 *ST华西 跨境通 *ST沐邦 麒盛科技 华伍股份 春光科技 普利退,10472087
212,东方财富证券股份有限公司昌都两江大道证券营业部,2025-05-29,4,1,152069067.06,86743942.08,65325124.98,汇得科技 融发核电 苏州龙杰 郑中设计,10342919
213,中泰证券股份有限公司湖北分公司,2025-05-07,1,0,65329211.0,6450.0,65322761.0,红宝丽,10484897
214,东方财富证券股份有限公司拉萨团结路第一证券营业部,2025-05-09,12,8,214265432.41,148981664.86,65283767.55,华胜天成 莱赛激光 炼石航空 红宝丽 茂业商业 慧为智能 顺景科技 永安药业 全筑股份 中超控股 南方精工 ST章鼓 *ST冀凯 红墙股份 九洲集团,10484371
215,国信证券股份有限公司浙江互联网分公司,2025-05-08,2,0,95204170.0,29936068.26,65268101.74,红宝丽 国芳集团,10000213448
216,中国银河证券股份有限公司沈阳大北关街证券营业部,2025-05-14,3,2,130789724.6,66243632.2,64546092.4,中毅达 南京港 红墙股份,10023594
217,东方财富证券股份有限公司拉萨金融城南环路证券营业部,2025-05-30,19,10,404681645.65,340741667.13,63939978.52,峆一药业 百利电气 ST云动 青岛金王 瑞奇智造 安纳达 浩淼科技 *ST湘邮 国芳集团 巨力索具 永安药业 翠微股份 汇得科技 融发核电 中超控股 福华尚纬 京华激光 正和生态 *ST华西 雪人集团 丽人丽妆 国光连锁 侨银股份,10678762
