序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期,sina_symbol
3193,002827,高争民爆,0.1176,731652598.6,-5.1609063755,40.0267,32450361.44,-53.11,142.66,3.847980062192,3.02,0.18820210817,26.626319721,化学制品,2026-08-14,sz002827
3194,002801,微光股份,0.87,823833413.55,9.778041458,37.2896,197276953.62,14.42,-57.1917,8.778403271539,9.97,0.442286286624,25.4196184733,电机Ⅱ,2026-08-14,sz002801
3195,002576,通达动力,0.25,888684010.96,-8.4824346944,-5.4039,41830410.96,-1.9,-9.1436,7.905451373773,3.18,0.50840097123,14.5437560276,电机Ⅱ,2026-08-14,sz002576
3196,002353,杰瑞股份,1.18,7646278451.77,10.806119496,32.3694,1195885409.21,-3.65,3.2941,22.741914049065,5.1,-0.730716632817,30.9748123683,专用设备,2026-08-14,sz002353
3197,002342,巨力索具,0.004,1308613711.22,14.78968581,33.8378,3800092.5,-59.36,-97.6148,2.542497520448,0.16,-0.033443535563,18.8425034818,通用设备,2026-08-14,sz002342
3198,001311,多利科技,0.42,2468594942.19,42.3244377428,22.4341,168542755.82,7.08,47.7844,11.867946131628,3.58,0.664734693346,15.6994100205,汽车零部件,2026-08-14,sz001311
3199,000818,航锦科技,0.08,1447449037.94,-34.6847722201,-4.428,49863011.26,263.32,108.531,3.319316315298,2.3,0.501722107747,12.2980003257,化学原料,2026-08-14,sz000818
3200,000782,恒申新材,-0.07,1282786845.27,5.3250461515,3.0311,-46407429.11,-26.46,-664.1324,2.294643728819,-2.9,-0.481570178349,4.4905000057,化学纤维,2026-08-14,sz000782
3201,000599,青岛双星,0.07,13828971571.17,-4.4107978615,8.6068,142949533.64,503.71,138.0503,2.533575073398,2.53,0.773301646763,23.6713894847,汽车零部件,2026-08-14,sz000599
3202,000536,华映科技,-0.1627,600417427.82,-16.7455232145,6.9942,-450046664.53,5.55,-2.6121,0.195121377969,-54.68,-0.038674831171,-24.2213724538,光学光电子,2026-08-14,sz000536
3262,688403,汇成股份,0.01,958631752.35,10.671828757,33.2878,5012266.2,-94.78,239.1302,4.547154474908,0.13,0.207131611504,15.780634184,半导体,2026-08-13,sh688403
3263,605339,南侨食品,0.01,1466631052.07,-5.6808958174,-8.695,2593935.54,-92.79,-114.1003,8.033646850064,0.08,0.203008871259,18.803655192,休闲食品,2026-08-13,sh605339
3264,603530,神马电力,0.52,894520395.15,26.9757095416,34.8412,214793393.8,34.01,18.5645,4.204951484472,11.46,0.585037697675,47.3514694418,电网设备,2026-08-13,sh603530
3265,603236,移远通信,1.49,15259467738.89,32.1566895914,26.0917,602318436.34,27.84,226.1882,18.271824707618,8.38,-0.938910742489,18.7123653563,通信设备,2026-08-13,sh603236
3266,601123,马矿股份,0.38,1112052061.47,6.4214589778,,418799880.32,15.7,0.0225,3.755674892518,10.59,0.457644966238,59.7166092954,冶钢原料,2026-08-13,sh601123
3267,600989,宝丰能源,1.33,30197583541.33,32.3321115262,28.134,9727818696.5,70.14,65.7384,7.527951912578,18.61,1.631494771203,43.5632332124,化学原料,2026-08-13,sh600989
3268,600257,大湖股份,0.0351,433978428.05,1.9818361925,89.812,16881338.09,756.4464688095,774.7742,1.695982951717,2.082,0.116382851319,29.4259195172,渔业,2026-08-13,sh600257
3281,300999,金龙鱼,0.42,122851600000.0,6.1974485075,-12.5299,2294374000.0,30.69,-45.1556,17.980113959147,2.36,0.184585081282,6.3096874603,农产品加工,2026-08-13,sz300999
3282,300818,耐普矿机,-0.0536,497492202.61,20.3791320773,5.9202,-11760129.49,-169.24,61.2031,8.137713944778,-0.63,-0.007733513621,37.8474307642,通用设备,2026-08-13,sz300818
3283,300414,中光防雷,0.037,266833579.97,22.686790197,21.7374,12047891.71,12.82,-52.7819,3.062090265892,1.21,0.01931598704,24.4862619567,通信设备,2026-08-13,sz300414
3284,300139,晓程科技,0.2,314750458.79,44.2897219217,-1.1597,55708323.87,31.24,-75.9385,4.304001344161,4.64,0.413089084562,64.4930277752,贵金属,2026-08-13,sz300139
3285,300047,天源迪科,0.0516,4674744754.93,12.7053112472,-1.444,32900093.56,-5.68,12.2125,5.194452946225,1.0,0.412574600639,7.0321185073,软件开发,2026-08-13,sz300047
3287,002556,辉隆股份,0.1225,8547193971.98,3.2630707881,20.679,112586171.11,1.51,10.11,3.831717156613,3.08,-0.44084055789,6.182265913,农业综合Ⅱ,2026-08-13,sz002556
3288,002322,理工能科,0.34,421127820.67,3.2172350272,91.127,120454857.91,9.59,320.826,7.722550337584,4.24,0.137983235647,74.2882577502,软件开发,2026-08-13,sz002322
3289,000990,诚志股份,0.2381,6146750487.49,2.7686437089,16.7686,289988021.14,1416.23,-75.4473,14.828091183638,1.63,0.745662723321,18.3538979533,化学原料,2026-08-13,sz000990
3290,000530,冰山冷热,0.06,2179670345.56,-8.6197381405,9.2398,47142616.07,-39.98,22.5097,3.746769363076,1.49,-0.115815616217,16.0276074605,通用设备,2026-08-13,sz000530
3291,000404,长虹华意,0.3578,5808608379.31,-12.3611556485,-8.3659,250573246.37,-2.6,17.1821,6.165391788161,5.66,0.610261468709,14.331329931,家电零部件Ⅱ,2026-08-13,sz000404
3386,688609,九联科技,0.0692,1441796607.83,30.91537686,5.4033,35110245.56,128.5100721376,32.6686,1.886016854111,4.14,0.033579773591,21.0686609256,黑色家电,2026-08-12,sh688609
3387,688433,华曙高科,0.0204,340523765.93,42.2659532908,62.7489,8434800.21,87.09,431.4998,5.157129162611,0.4,-0.190156593446,42.2675092903,通用设备,2026-08-12,sh688433
3388,688252,天德钰,0.34,1205482336.59,-0.220963534,24.8643,138020204.62,-9.42,99.7917,6.132414976313,5.56,0.767079265602,24.5027244908,半导体,2026-08-12,sh688252
3389,605098,行动教育,1.44,427996976.85,24.4396801967,46.7788,171720069.24,30.67,239.5056,8.750630503702,16.16,1.864084754019,78.8631411171,教育,2026-08-12,sh605098
3390,603995,甬金股份,0.99,22750491376.65,13.04578785,30.9847,360175129.74,17.9,85.4357,16.333176519187,5.91,0.733008069125,5.1978991626,特钢Ⅱ,2026-08-12,sh603995
3391,603897,长城科技,0.69,7581575665.65,20.6780488467,11.5549,141752104.93,3.25,117.776,11.513152525992,5.64,0.020947467507,4.3161994254,电网设备,2026-08-12,sh603897
3392,603701,德宏股份,0.05,565076849.02,36.6132928555,-2.9235,12250097.13,23.18,-53.3272,3.079987835067,1.51,-0.328273951566,13.3541180356,汽车零部件,2026-08-12,sh603701
3393,603538,美诺华,0.26,858817133.6,26.7946571868,54.3504,63689139.09,29.83,4.3804,12.076285670311,2.42,0.103934357957,29.2720489397,化学制药,2026-08-12,sh603538
3394,603393,新天然气,0.91,1904275160.25,-6.5837427553,8.6328,385809624.93,-37.95,65.8497,22.853149171096,4.12,2.546154086699,41.0701021935,燃气Ⅱ,2026-08-12,sh603393
3395,601886,江河集团,0.39,10823926419.36,15.9048327179,39.0055,440534741.57,34.34,88.4816,6.384193734961,6.0,-0.618331053908,16.4274246959,装修装饰Ⅱ,2026-08-12,sh601886
3396,601138,工业富联,1.2,557860645000.0,54.634987688,22.1861,23740458000.0,95.99,24.0753,8.85670339565,13.36,0.372476755298,7.1506831245,消费电子,2026-08-12,sh601138
3397,600693,东百集团,0.0859,944141748.73,1.6785082424,-13.1162,74733730.38,4.44,-33.9851,4.142666355877,2.08,0.361497270611,57.1296580747,一般零售,2026-08-12,sh600693
3398,600495,晋西车轴,0.016,663298032.46,9.113698721,53.2455,19775002.31,42.26,4231.6695,2.714465866986,0.6,0.106048230255,13.2311689007,轨交设备Ⅱ,2026-08-12,sh600495
3399,600371,万向德农,0.0472,99474871.85,-15.1362128656,16.2774,13801608.7,-44.47,1120.4818,1.777442357218,2.6151,-0.055751425398,26.4777070733,种植业,2026-08-12,sh600371
3400,600318,新力金融,0.0598,192611973.08,12.6195878436,12.958,30651907.09,29.13,-48.8694,2.163712952553,2.79,-0.64977934152,82.40631952,多元金融,2026-08-12,sh600318
3401,600285,羚锐制药,0.874,2147977056.01,2.3233332722,-9.2509,495091125.56,4.36,0.984,5.698370003513,13.96,1.275472277493,78.8989089059,中药Ⅱ,2026-08-12,sh600285
3408,301421,波长光电,0.25,243191826.17,8.8940390951,48.4372,28846842.12,102.65,245.6381,10.480387397207,2.37,0.242630409098,34.640954775,光学光电子,2026-08-12,sz301421
3409,301128,强瑞技术,0.5946,1374127982.76,63.6832837525,66.3354,86110015.28,56.83,386.0657,6.627265580611,9.04,-0.874088260973,29.3759111774,专用设备,2026-08-12,sz301128
3410,301052,果麦文化,-0.4112,200814028.64,-32.5056059528,40.551,-40690068.9,-818.51,-294.5533,6.591892433315,-6.04,-0.784488892857,46.9982361836,出版,2026-08-12,sz301052
3411,300883,龙利得,-0.0098,457502810.73,6.7134460706,20.0879,-3385503.62,-383.12,99.9854,4.078896676705,-0.24,0.005403040405,15.1735341974,包装印刷,2026-08-12,sz300883
3412,300550,和仁科技,-0.12,157701890.67,-0.7402758313,7.4602,-31600173.91,-797.74,-144.0217,4.236408777713,-2.78,-0.268401433331,29.094084291,软件开发,2026-08-12,sz300550
3413,300497,富祥股份,0.33,888252249.7,72.5853930926,48.2807,176943420.63,2660.26,89.1445,4.388601372801,7.78,0.128999092106,39.199639762,化学制药,2026-08-12,sz300497
3414,300107,建新股份,0.0851,360266544.82,51.4233572136,36.9838,47870064.02,790.27,528.1059,2.699755736565,3.2,0.045084544259,23.9691416096,化学制品,2026-08-12,sz300107
3415,002938,鹏鼎控股,0.56,17217171545.1,5.141159863,15.5957,1283691390.24,4.11,77.4112,14.836233049695,3.71,1.373637189764,23.9752902042,元件,2026-08-12,sz002938
3416,002820,桂发祥,-0.04,239541289.01,-3.8318375743,-37.5138,-6926155.04,-76.7,-294.6328,4.141646955484,-0.81,0.108462886341,45.3626587671,休闲食品,2026-08-12,sz002820
3417,002799,环球印务,0.03,337301731.22,-23.1546785196,0.6899,10727007.14,388.37,258.9056,3.99663076881,0.84,0.051013600331,20.4346854434,包装印刷,2026-08-12,sz002799
3418,002471,中超控股,-0.0094,2685405901.65,2.8471140854,13.3242,-12696062.19,-291.38,-68.0852,1.318951516365,-0.7,-0.267866175232,9.3990400168,电网设备,2026-08-12,sz002471
3419,001312,福恩股份,0.52,946810966.56,0.9337155822,41.898,100287774.56,-4.76,46.8996,10.06790343702,5.94,0.426161226625,25.6909229171,纺织制造,2026-08-12,sz001312
3420,000909,*ST数源,-0.0336,120100065.69,-17.7909080702,-3.9282,-14716863.08,69.37,-17.2793,1.381464831628,-2.4,0.040873464696,43.1846206345,房地产开发,2026-08-12,sz000909
3421,000546,金圆股份,-0.3028,6863626421.09,63.8705611984,-11.1957,-235500751.86,-374.83,-205.1772,4.708423575555,-6.23,-0.220094123106,-1.753504283,环境治理,2026-08-12,sz000546
3422,000422,湖北宜化,0.2935,13391915759.47,11.5566705628,-1.7828,319334194.62,-19.94,-23.6997,5.634006455812,5.15,1.431992582551,14.3374153008,农化制品,2026-08-12,sz000422
3470,689009,九号公司,1.4,14357844376.09,22.276281907,44.5982,1008342602.79,-18.79,295.8225,10.059448915112,13.12,2.690282228242,28.5644552188,摩托车及其他,2026-08-11,sh689009
3471,688612,威迈斯,0.69,2867422704.2,-3.1271895061,10.2769,286797295.69,5.37,18.7458,8.576241368351,7.74,0.742638022081,24.0637639658,汽车零部件,2026-08-11,sh688612
3472,688600,皖仪科技,0.25,390360997.09,26.776250837,17.8092,31025445.26,2863.13,52.9925,5.92162604161,3.87,-0.027293722467,50.4603077327,通用设备,2026-08-11,sh688600
3473,688469,芯联集成,0.03,4562219380.18,30.5282184349,32.4895,278333400.73,263.4,514.9882,1.592801054304,2.11,0.15139366354,12.7146797377,半导体,2026-08-11,sh688469
3474,688309,恒誉科技,1.02,311138967.77,149.6024916276,-19.4745,81075575.29,865.58,-9.3066,10.573933821763,9.96,0.046618033019,51.4235632511,环保设备Ⅱ,2026-08-11,sh688309
3475,688148,芳源股份,0.09,1465586673.53,62.8729301676,20.245,45112035.28,130.3102534809,-126.5842,0.723568854782,8.85,0.073878919924,11.1420580747,电池,2026-08-11,sh688148
3476,688035,德邦科技,0.48,879958199.38,27.5411972033,16.5293,68055265.72,49.33,-2.2415,16.877310519615,2.89,0.198698977643,27.1144479429,电子化学品Ⅱ,2026-08-11,sh688035
3477,603119,浙江荣泰,0.32,898375786.16,56.9259067795,38.8541,150149912.31,21.67,9.1446,4.438170364149,7.15,0.539972086578,36.5673857244,汽车零部件,2026-08-11,sh603119
3478,603096,新经典,0.2863,288565624.12,-8.3616139624,16.9932,44161908.87,-5.79,13.9769,11.744477316909,2.46,0.045153074773,50.4785904122,出版,2026-08-11,sh603096
3479,600768,富邦新材,0.44,1024855628.83,91.0354873547,52.6152,58512369.2,504.48,9.0796,3.600204824849,12.75,-1.992232178019,17.7157126002,工业金属,2026-08-11,sh600768
3480,600683,京投发展,-0.54,3851426067.45,831.6333246438,264.7805,-313200226.39,-18.7196979673,-44.0991,-1.976976101506,,-0.312386950843,6.8490534067,房地产开发,2026-08-11,sh600683
3481,600269,赣粤高速,0.09,2660480932.94,-13.6573604851,-22.3423,207656083.84,-72.81,-124.4601,8.236478725215,1.06,0.46490213016,42.1097681517,铁路公路,2026-08-11,sh600269
3482,600255,鑫科材料,0.02,2723236873.88,25.546802578,24.5489,42611463.19,115.97,58.8723,0.831604145926,2.88,-0.213236268629,7.9830952517,金属新材料,2026-08-11,sh600255
3483,600203,福日电子,0.1406,7923002533.1,48.5736249284,0.3194,83349726.55,277.41,-20.4426,2.899659493646,5.05,-0.767235321417,5.8034501237,消费电子,2026-08-11,sh600203
3484,600066,宇通客车,0.84,16718525477.25,3.6524784174,82.9152,1867413428.32,-3.52,83.2831,5.861174016682,11.85,2.686946262702,24.4718613793,商用车,2026-08-11,sh600066
3487,301697,贝特利,0.48,2921070446.6,116.8945608402,-11.7185,94997821.58,105.44,-47.6891,4.765738054112,10.67,-1.237100998122,7.1542873916,光伏设备,2026-08-11,sz301697
3488,301308,江波龙,25.2,24088363284.95,136.2610583659,43.1025,10576875808.95,71528.66,73.8537,43.924176013626,79.03,-7.449114578338,58.9022844185,半导体,2026-08-11,sz301308
3489,300725,药石科技,0.43,1059456803.5,15.1922699435,8.5417,99444867.74,37.17,3.4195,19.527660956291,1.82,0.822683318656,32.4911523851,医疗服务,2026-08-11,sz300725
3490,300693,盛弘股份,0.73,1759458985.17,29.1563751683,36.3922,227786579.19,44.11,67.4046,7.180509119363,10.08,0.531403374239,40.7028562698,其他电源设备Ⅱ,2026-08-11,sz300693
3491,300437,清水源,-0.0071,493101109.19,18.3729822932,-11.5112,-1759780.9,93.17,29.7925,5.638804570319,-0.13,-0.071315395988,14.3461526757,环境治理,2026-08-11,sz300437
3492,300172,中电环保,0.09,402011710.94,27.5116518903,21.082,64121062.89,18.88,38.3825,2.848674604513,3.34,0.006713229803,28.730606392,环境治理,2026-08-11,sz300172
3493,002962,五方光电,0.0513,618701533.95,1.0942933625,-2.6185,14808752.36,-46.36,166.4498,6.02171501437,0.83,0.395099229407,12.3074148748,光学光电子,2026-08-11,sz002962
3494,002825,纳尔股份,0.13,1197145893.52,23.1400487974,9.6676,45487321.97,-60.35,62.4778,4.599458156635,2.82,0.261706776452,18.2560764075,塑料,2026-08-11,sz002825
3495,002633,申科股份,0.0653,156110471.2,11.4887205992,6.3599,9789981.35,197.51,-11.8256,2.364749712333,2.37,-0.3355452778,23.9754923627,通用设备,2026-08-11,sz002633
3496,002587,奥拓电子,0.0211,415584813.07,32.8342207176,-34.0435,13666895.05,64.22,-110.1767,1.997791747131,1.03,-0.152567531336,33.7864951014,光学光电子,2026-08-11,sz002587
3497,002391,长青股份,0.0863,2166400799.18,4.0051759243,17.3278,53954175.57,27.62,-24.4033,6.432362200413,1.26,0.283962353201,14.723275646,农化制品,2026-08-11,sz002391
3498,002233,塔牌集团,0.19,1741644857.54,-15.2998638565,9.7353,219450478.04,-49.6,-50.7698,9.978328961912,1.84,0.145593950788,23.410002311,水泥,2026-08-11,sz002233
3499,002137,实益达,0.0555,362147985.89,17.1241004683,4.096,32031428.28,107.13,39.4241,2.644000210897,2.09,0.013054066209,16.8368125644,光学光电子,2026-08-11,sz002137
3500,002033,丽江股份,0.2416,419045138.8,10.9455284878,8.7268,132738008.47,40.46,-0.8078,4.548846701924,5.12,0.251696452772,59.7676586196,旅游及景区,2026-08-11,sz002033
3501,001270,铖昌科技,0.3745,215967262.08,7.3347390255,7.8654,76295305.91,34.72,-29.4092,7.675429920664,4.91,0.294272402945,83.0271027437,军工电子Ⅱ,2026-08-11,sz001270
3502,001207,联科科技,0.53,1273613594.06,5.0105972085,26.1894,159021706.83,1.6,43.8228,7.967041772139,6.63,0.828506867624,20.0681271307,橡胶,2026-08-11,sz001207
3503,000911,*ST广糖,-0.04,1582447396.89,17.3917363772,-1.8242,-16028603.77,-275.69,137.8267,-0.205662034723,,-2.931911873346,9.052699245,农产品加工,2026-08-11,sz000911
3504,000762,西藏矿业,0.115,541006973.09,304.5774682034,75.6352,60066329.11,492.46,116.3787,5.739126772333,2.03,0.470119595947,43.6607273546,能源金属,2026-08-11,sz000762
3505,000703,恒逸石化,1.75,67309305318.81,20.2810654211,24.7534,5901665221.78,2500.73,95.8536,7.801434241354,21.32,-0.127684147846,15.3107823515,炼化及贸易,2026-08-11,sz000703
3506,000680,山推股份,0.4546,8277512734.75,18.1898498507,8.7951,681076003.83,19.03,2.9868,4.446368694099,10.49,0.218014904472,22.4183783116,工程机械,2026-08-11,sz000680
3507,000408,藏格矿业,2.32,2064878029.42,23.0454935619,88.5393,3638081370.05,102.09,31.1749,10.960867806225,21.19,0.627285779926,66.689523214,农化制品,2026-08-11,sz000408
3568,688828,国仪公司,-0.2,258586893.19,51.030997321,290.9381,-70319651.85,3.1117669874,101.5301,1.92713483925,-9.77,-0.46487142275,45.580314306,通用设备,2026-08-10,sh688828
3569,688795,摩尔线程,-0.02,1736309066.25,147.4213793771,35.4012,-11563095.44,95.732267092,-239.3849,25.906378677198,-0.1,-4.614588481206,56.9463084205,半导体,2026-08-10,sh688795
3570,688689,银河微电,0.38,611363627.3,28.2752010183,28.7385,48258476.85,77.28,63.5694,10.404265069307,3.42,0.369024416878,25.3047482352,半导体,2026-08-10,sh688689
3571,603102,百合股份,1.0,503616387.18,19.8090971798,-0.13,62072682.41,-13.64,14.7824,26.775704219844,3.62,0.898137157813,36.8806463408,食品加工,2026-08-10,sh603102
3576,300426,华智数媒,0.0946,53978542.77,21.5264700497,3134.8968,42599225.64,160.73,454.0411,0.341648555836,32.37,0.002455669523,85.2843975914,影视院线,2026-08-10,sz300426
3577,300184,力源信息,0.2585,6432185722.64,59.4583037337,26.8632,297519061.1,209.5,16.6584,4.062227837705,6.9,0.088300841288,10.3542773948,其他电子Ⅱ,2026-08-10,sz300184
3578,002261,拓维信息,0.0549,1311528190.92,0.3922742764,20.9517,69222033.16,-12.16,-87.3615,2.073183057098,2.69,0.059699305603,18.7210386387,软件开发,2026-08-10,sz002261
3579,002246,北化股份,0.41,1336506938.76,18.1641205671,57.0696,225292422.66,111.09,111.5208,5.943784122341,7.12,0.442532860877,37.261198275,化学制品,2026-08-10,sz002246
3580,001258,立新能源,0.0782,643905258.8,29.7534495347,43.0686,73023851.79,715.75,951.7457,3.31062818966,2.37,0.30452122999,32.5088960649,电力,2026-08-10,sz001258
3581,001221,悍高集团,0.73,1678048753.41,15.7404643334,38.1465,292318316.87,10.12,27.4344,7.601117914152,9.91,0.617440770706,35.8134442673,家居用品,2026-08-10,sz001221
3582,688700,东威科技,0.33,673661280.42,51.9387894538,20.528,99121663.01,133.21,23.671,6.495200954781,5.27,1.043680944014,37.5587585236,专用设备,2026-08-08,sh688700
3583,688549,中巨芯,0.0095,798755213.7,40.9816865835,18.1678,14057672.44,72.75,20.4531,2.04250683749,0.47,-0.043159468413,14.0624062621,电子化学品Ⅱ,2026-08-08,sh688549
3584,688256,寒武纪,3.68,5995573619.61,108.1331369113,7.8407,2310912080.33,122.61,28.0775,21.574993789911,18.05,0.495492800048,55.2505731603,半导体,2026-08-08,sh688256
3585,688167,炬光科技,-0.52,418565100.76,6.5685479224,3.7946,-67228780.32,-169.5543828689,-309.208,17.471528351027,-2.91,0.226705537729,43.3370494555,半导体,2026-08-08,sh688167
3586,688130,晶华微,-0.02,107166510.05,36.3050278718,32.4701,-2019365.47,91.2055146423,154.2142,10.258912385308,-0.16,-0.439128423389,49.7271612607,半导体,2026-08-08,sh688130
3587,688082,盛美上海,2.06,3718097074.64,13.8672209019,51.8283,988949356.41,42.14,748.2794,30.266695542517,7.06,0.182482318668,46.858347291,半导体,2026-08-08,sh688082
3588,605358,立昂微,0.12,2094263870.9,25.7225804429,9.5561,83972615.19,166.1070594273,962.3133,13.883746998639,1.13,0.479786083419,13.4227966512,半导体,2026-08-08,sh605358
3589,605007,五洲特纸,0.48,4894704419.83,18.7567082445,14.7291,229894564.09,88.95,31.1456,7.668730657881,6.13,0.222676663994,10.1863167147,造纸,2026-08-08,sh605007
3590,603822,ST嘉澳,0.8742,2286387457.1,76.103235435,214.5753,67158977.23,185.842933138,351.3141,5.872290346512,16.33,6.935092133008,23.5665297772,化学制品,2026-08-08,sh603822
3591,603508,思维列控,0.83,728685568.18,5.7307507826,-7.5377,317654872.29,4.65,-2.2369,10.809787170382,7.75,0.940544632612,63.8775790294,计算机设备,2026-08-08,sh603508
3592,603001,奥康国际,0.0438,768539054.55,-28.8789715181,-19.9258,17574291.85,119.0931835505,-130.7825,5.886532576513,0.75,0.415406062422,44.4329109937,服装家纺,2026-08-08,sh603001
3593,600829,人民同泰,0.1397,5408098368.38,5.0252642218,-8.4831,81001446.12,11.6,-32.8626,5.339004624383,2.65,-0.720398083755,8.1140126612,医药商业,2026-08-08,sh600829
3594,600581,*ST八钢,-0.223,9318860868.39,6.7098344183,86.5249,-342104089.84,50.8875962904,95.3922,-0.337028585362,,0.307201124886,5.5028411848,普钢,2026-08-08,sh600581
3595,600500,中化国际,-0.08,23533324398.78,-3.3648441533,42.6758,-280967783.21,68.2824553836,69.7945,2.836151082069,-2.72,0.52068458541,6.8995425052,化学制品,2026-08-08,sh600500
3596,600433,冠豪高新,0.12,3639418157.59,6.9372494851,11.117,212732029.13,467.2522824773,-81.8666,2.539719002568,4.9,-0.024818256185,10.0527176306,造纸,2026-08-08,sh600433
3597,301361,众智科技,0.3559,158310856.44,19.9598057125,18.2965,41409073.83,-2.76,-0.274,10.773555006361,3.32,-0.028883225743,57.3148561889,电网设备,2026-08-08,sz301361
3598,300773,拉卡拉,0.62,3256736297.8,22.8052763972,1.8111,668966834.74,191.67,-87.525,4.262032148929,14.67,-0.09473501298,24.7207765183,多元金融,2026-08-08,sz300773
3599,300647,超频三,0.0379,634328145.0,33.7212198142,24.8072,17324621.64,53.2,-1.2241,0.960667493629,4.01,-0.079955901852,16.1415774197,消费电子,2026-08-08,sz300647
3600,300507,苏奥传感,0.04,946889901.22,-14.2084848982,16.2057,32726979.09,-42.83,51.2153,2.686846423688,1.53,-0.058311028697,15.5846153634,汽车零部件,2026-08-08,sz300507
3601,300455,航天智装,0.0036,367077580.5,-25.6818074337,48.7896,2558272.5,101.66,-115.712,2.325791067435,0.15,-0.100064199204,24.2414392099,计算机设备,2026-08-08,sz300455
3602,300146,汤臣倍健,0.36,3671380055.69,3.9370138045,-3.5426,603121751.13,-18.11,-49.8591,6.428147840467,5.43,0.105471349442,70.3330037616,食品加工,2026-08-08,sz300146
3603,300042,朗科科技,0.4744,966250486.5,101.7597377368,-1.2426,95079679.04,632.43,-83.896,5.646713083583,8.69,0.054707303543,19.9921031626,计算机设备,2026-08-08,sz300042
3604,002828,贝肯能源,-0.62,313967569.14,-32.4102139999,70.5185,-124316612.8,-999.48,30.2785,3.001385911768,-19.94,-0.035998020077,0.4576371897,油服工程,2026-08-08,sz002828
3605,002741,光华科技,0.2028,2247642620.09,75.3218396688,31.7972,94284977.92,67.56,29.1525,4.266824524505,4.75,-0.518548115423,13.6754060762,电子化学品Ⅱ,2026-08-08,sz002741
3606,002550,千红制药,0.1215,758365706.37,-11.999212012,11.7876,152825677.07,-40.78,-20.3215,2.139592210595,5.62,0.139309796593,53.2573175682,化学制药,2026-08-08,sz002550
3607,002519,银河电子,0.0048,441480579.01,114.4726247664,-3.2965,5441151.09,118.8818443281,139.347,1.972254289264,0.25,-0.004453658595,18.5474540043,地面兵装Ⅱ,2026-08-08,sz002519
3608,002455,百川股份,0.11,3116113126.54,7.0958258637,14.082,70766265.73,31.23,181.6279,3.872254876135,3.08,0.17646781988,9.7300146887,化学制品,2026-08-08,sz002455
3609,002200,交投生态,0.1209,288487921.03,209.1562160739,10.5239,53197112.21,187.62,170.6129,2.969218370505,4.05,-0.08566381761,19.5590432863,基础建设,2026-08-08,sz002200
3610,002177,御银股份,0.0159,27044266.14,-8.6735894894,-2.7459,12133317.28,14.25,-78.3443,2.2566796744,0.71,0.018817783378,49.3027785297,一般零售,2026-08-08,sz002177
3611,001389,广合科技,2.14,4388260234.74,80.9775863738,29.275,955588247.43,94.39,43.4288,16.778133783404,16.05,1.982552566805,39.2728845228,元件,2026-08-08,sz001389
3612,001203,大中矿业,0.21,1777906450.25,-9.8574013664,18.5222,322041110.42,-20.59,4.3446,4.69531870349,4.39,0.484095365616,49.7211002809,冶钢原料,2026-08-08,sz001203
3613,000831,中国稀土,0.2233,1646605728.86,-12.1896402618,0.6237,236952193.68,46.53,-28.9821,4.770491550454,4.81,0.669707516308,22.4086494838,小金属,2026-08-08,sz000831
3614,000695,滨海能源,-0.1272,419301173.48,78.5436808259,-0.5313,-28246826.82,27.82,-51.9571,1.499396996763,-14.79,-1.304458974638,8.9610233423,电池,2026-08-08,sz000695
3669,688599,天合光能,-0.12,31985316689.35,2.9920497086,-9.9456,-269863927.08,90.7505980545,104.6655,8.697145530014,-1.29,2.165335166217,7.5884960977,光伏设备,2026-08-07,sh688599
3670,688581,安杰思,1.46,301566146.44,-0.2847692686,14.7267,118123113.93,-6.27,7.9772,31.411079524232,4.62,1.76844426571,71.5213651519,医疗器械,2026-08-07,sh688581
3671,688184,ST帕瓦,0.28,454857548.5,90.1575275806,21.4204,45059737.89,128.44,23.4504,7.01910177716,4.18,0.192395204674,7.4934814454,电池,2026-08-07,sh688184
3672,603586,金麒麟,0.09,774925278.42,-19.6447372024,-4.5823,17293784.16,-83.94,3.1663,11.465848883398,0.76,0.557830199653,21.1580655085,汽车零部件,2026-08-07,sh603586
3673,603132,金徽股份,0.42,1084526302.6,37.0026630278,5.326,408838103.36,61.52,-0.4963,3.466931875552,12.26,0.592512693814,69.9676450023,工业金属,2026-08-07,sh603132
3674,601339,百隆东方,0.37,4273854834.64,19.0285411198,14.9894,559478151.29,43.45,30.6538,6.141508507725,5.96,0.659336995017,16.4137280931,纺织制造,2026-08-07,sh601339
3675,600770,综艺股份,0.0363,330774380.98,55.1841570789,51.8165,47137370.4,136.92,111.9181,2.6176544139,1.38,0.029608166892,23.4184703696,综合Ⅱ,2026-08-07,sh600770
3676,600467,好当家,0.0205,803063529.11,12.9928284396,123.559,29978804.61,21.74,182.4793,2.354739323221,0.87,0.073695990563,17.1759331249,渔业,2026-08-07,sh600467
3680,301091,深城交,0.07,621408705.13,49.6527009581,173.9509,38544455.63,510.08,272.9173,4.597000227147,1.6,-0.290579967133,33.1636144487,工程咨询服务Ⅱ,2026-08-07,sz301091
